Date,AAPL,holdings,cash,total,returns
2010-12-01,0.0,0.0,100000.0,100000.0,
2010-12-02,0.0,0.0,100000.0,100000.0,0.0
2010-12-03,0.0,0.0,100000.0,100000.0,0.0
2010-12-06,0.0,0.0,100000.0,100000.0,0.0
2010-12-07,0.0,0.0,100000.0,100000.0,0.0
2010-12-08,0.0,0.0,100000.0,100000.0,0.0
2010-12-09,0.0,0.0,100000.0,100000.0,0.0
2010-12-10,0.0,0.0,100000.0,100000.0,0.0
2010-12-13,0.0,0.0,100000.0,100000.0,0.0
2010-12-14,0.0,0.0,100000.0,100000.0,0.0
2010-12-15,0.0,0.0,100000.0,100000.0,0.0
2010-12-16,0.0,0.0,100000.0,100000.0,0.0
2010-12-17,0.0,0.0,100000.0,100000.0,0.0
2010-12-20,0.0,0.0,100000.0,100000.0,0.0
2010-12-21,0.0,0.0,100000.0,100000.0,0.0
2010-12-22,0.0,0.0,100000.0,100000.0,0.0
2010-12-23,0.0,0.0,100000.0,100000.0,0.0
2010-12-27,0.0,0.0,100000.0,100000.0,0.0
2010-12-28,0.0,0.0,100000.0,100000.0,0.0
2010-12-29,0.0,0.0,100000.0,100000.0,0.0
2010-12-30,0.0,0.0,100000.0,100000.0,0.0
2010-12-31,0.0,0.0,100000.0,100000.0,0.0
2011-01-03,0.0,0.0,100000.0,100000.0,0.0
